Date,DEC,MAR,SEP,JUN
2023-02-27 11:56:09,DEC-23|2023-12-15 20:00:00|OFFLINE,MAR-23|2023-03-10 20:00:00|TRADEABLE,SEP-23|2023-09-15 19:00:00|OFFLINE,JUN-23|2023-06-16 19:00:00|TRADEABLE
2023-03-13 11:16:55,DEC-23|2023-12-15 20:00:00|OFFLINE,MAR-24|2024-03-15 20:00:00|OFFLINE,SEP-23|2023-09-15 19:00:00|TRADEABLE,JUN-23|2023-06-16 19:00:00|TRADEABLE
2023-06-20 11:17:56,DEC-23|2023-12-15 20:00:00|TRADEABLE,MAR-24|2024-03-15 20:00:00|OFFLINE,SEP-23|2023-09-15 19:00:00|TRADEABLE,JUN-24|2024-06-14 19:00:00|OFFLINE
