DATE_TIME,current_contract,next_contract,carry_contract
1965-04-30 00:05:00,19650600,19650800,19650400
1965-06-30 00:05:00,19650800,19651000,19650600
1965-08-30 00:05:00,19651000,19651200,19650800
1965-10-29 00:05:00,19651200,19660200,19651000
1965-12-30 00:06:00,19660200,19660400,19651200
1966-02-28 00:06:00,19660400,19660600,19660200
1966-04-29 00:05:00,19660600,19660800,19660400
1966-06-30 00:05:00,19660800,19661000,19660600
1966-08-30 00:05:00,19661000,19661200,19660800
1966-10-31 00:06:00,19661200,19670200,19661000
1966-12-30 00:06:00,19670200,19670400,19661200
1967-02-28 00:06:00,19670400,19670600,19670200
1967-05-01 00:05:00,19670600,19670800,19670400
1967-06-30 00:05:00,19670800,19671000,19670600
1967-08-30 00:05:00,19671000,19671200,19670800
1967-10-30 00:06:00,19671200,19680200,19671000
1967-12-29 00:06:00,19680200,19680400,19671200
1968-02-29 00:06:00,19680400,19680600,19680200
1968-04-30 00:05:00,19680600,19680800,19680400
1968-07-01 00:05:00,19680800,19681000,19680600
1968-08-30 00:05:00,19681000,19681200,19680800
1968-10-30 00:06:00,19681200,19690200,19681000
1968-12-31 00:06:00,19690200,19690400,19681200
1969-02-28 00:06:00,19690400,19690600,19690200
1969-04-30 00:05:00,19690600,19690800,19690400
1969-06-30 00:05:00,19690800,19691000,19690600
1969-08-29 00:05:00,19691000,19691200,19690800
1969-10-30 00:06:00,19691200,19700200,19691000
1969-12-31 00:06:00,19700200,19700400,19691200
1970-02-27 00:06:00,19700400,19700600,19700200
1970-04-30 00:05:00,19700600,19700800,19700400
1970-06-30 00:05:00,19700800,19701000,19700600
1970-08-31 00:05:00,19701000,19701200,19700800
1970-10-30 00:06:00,19701200,19710200,19701000
1970-12-31 00:06:00,19710200,19710400,19701200
1971-03-01 00:06:00,19710400,19710600,19710200
1971-04-30 00:05:00,19710600,19710800,19710400
1971-06-30 00:05:00,19710800,19711000,19710600
1971-08-30 00:05:00,19711000,19711200,19710800
1971-10-29 00:05:00,19711200,19720200,19711000
1971-12-30 00:06:00,19720200,19720400,19711200
1972-02-29 00:06:00,19720400,19720600,19720200
1972-05-01 00:05:00,19720600,19720800,19720400
1972-06-30 00:05:00,19720800,19721000,19720600
1972-08-30 00:05:00,19721000,19721200,19720800
1972-10-30 00:06:00,19721200,19730200,19721000
1972-12-29 00:06:00,19730200,19730400,19721200
1973-02-28 00:06:00,19730400,19730600,19730200
1973-04-30 00:05:00,19730600,19730800,19730400
1973-06-29 00:05:00,19730800,19731000,19730600
1973-08-30 00:05:00,19731000,19731200,19730800
1973-10-30 00:06:00,19731200,19740200,19731000
1973-12-31 00:06:00,19740200,19740400,19731200
1974-02-28 00:05:00,19740400,19740600,19740200
1974-04-30 00:05:00,19740600,19740800,19740400
1974-07-01 00:05:00,19740800,19741000,19740600
1974-08-30 00:05:00,19741000,19741200,19740800
1974-10-30 00:06:00,19741200,19750200,19741000
1974-12-31 00:06:00,19750200,19750400,19741200
1975-02-28 00:05:00,19750400,19750600,19750200
1975-04-30 00:05:00,19750600,19750800,19750400
1975-06-30 00:05:00,19750800,19751000,19750600
1975-08-29 00:05:00,19751000,19751200,19750800
1975-10-30 00:06:00,19751200,19760200,19751000
1975-12-31 00:06:00,19760200,19760400,19751200
1976-03-01 00:06:00,19760400,19760600,19760200
1976-04-30 00:05:00,19760600,19760800,19760400
1976-06-30 00:05:00,19760800,19761000,19760600
1976-08-30 00:05:00,19761000,19761200,19760800
1976-10-29 00:05:00,19761200,19770200,19761000
1976-12-30 00:06:00,19770200,19770400,19761200
1977-02-28 00:06:00,19770400,19770600,19770200
1977-04-29 00:05:00,19770600,19770800,19770400
1977-06-30 00:05:00,19770800,19771000,19770600
1977-08-30 00:05:00,19771000,19771200,19770800
1977-10-31 00:06:00,19771200,19780200,19771000
1977-12-30 00:06:00,19780200,19780400,19771200
1978-02-28 00:06:00,19780400,19780600,19780200
1978-05-01 00:05:00,19780600,19780800,19780400
1978-06-30 00:05:00,19780800,19781000,19780600
1978-08-30 00:05:00,19781000,19781200,19780800
1978-10-30 00:06:00,19781200,19790200,19781000
1978-12-29 00:06:00,19790200,19790400,19781200
1979-02-28 00:06:00,19790400,19790600,19790200
1979-04-30 00:05:00,19790600,19790800,19790400
1979-06-29 00:05:00,19790800,19791000,19790600
1979-08-30 00:05:00,19791000,19791200,19790800
1979-10-30 00:06:00,19791200,19800200,19791000
1979-12-31 00:06:00,19800200,19800400,19791200
1980-02-29 00:06:00,19800400,19800600,19800200
1980-04-30 00:05:00,19800600,19800800,19800400
1980-06-30 00:05:00,19800800,19801000,19800600
1980-08-29 00:05:00,19801000,19801200,19800800
1980-10-30 00:06:00,19801200,19810200,19801000
1980-12-31 00:06:00,19810200,19810400,19801200
1981-02-27 00:06:00,19810400,19810600,19810200
1981-04-30 00:05:00,19810600,19810800,19810400
1981-06-30 00:05:00,19810800,19811000,19810600
1981-08-31 00:05:00,19811000,19811200,19810800
1981-10-30 00:06:00,19811200,19820200,19811000
1981-12-31 00:06:00,19820200,19820400,19811200
1982-03-01 00:06:00,19820400,19820600,19820200
1982-04-30 00:05:00,19820600,19820800,19820400
1982-06-30 00:05:00,19820800,19821000,19820600
1982-08-30 00:05:00,19821000,19821200,19820800
1982-10-29 00:05:00,19821200,19830200,19821000
1982-12-31 00:06:00,19830200,19830400,19821200
1983-02-28 00:06:00,19830400,19830600,19830200
1983-04-29 00:05:00,19830600,19830800,19830400
1983-06-30 00:05:00,19830800,19831000,19830600
1983-08-30 00:05:00,19831000,19831200,19830800
1983-10-31 00:06:00,19831200,19840200,19831000
1983-12-30 00:06:00,19840200,19840400,19831200
1984-02-29 00:06:00,19840400,19840600,19840200
1984-04-30 00:05:00,19840600,19840800,19840400
1984-06-29 00:05:00,19840800,19841000,19840600
1984-08-30 00:05:00,19841000,19841200,19840800
1984-10-30 00:06:00,19841200,19850200,19841000
1984-12-31 00:06:00,19850200,19850400,19841200
1985-02-28 00:06:00,19850400,19850600,19850200
1985-04-30 00:05:00,19850600,19850800,19850400
1985-07-01 00:05:00,19850800,19851000,19850600
1985-08-30 00:05:00,19851000,19851200,19850800
1985-10-30 00:06:00,19851200,19860200,19851000
1985-12-31 00:06:00,19860200,19860400,19851200
1986-02-28 00:06:00,19860400,19860600,19860200
1986-04-30 00:05:00,19860600,19860800,19860400
1986-06-30 00:05:00,19860800,19861000,19860600
1986-08-29 00:05:00,19861000,19861200,19860800
1986-10-30 00:06:00,19861200,19870200,19861000
1986-12-31 00:06:00,19870200,19870400,19861200
1987-02-27 00:06:00,19870400,19870600,19870200
1987-04-30 00:05:00,19870600,19870800,19870400
