Date,Month1,Month2,Month3
2021-03-15 22:54:30,JUN-21|2021-05-19 17:30:00|UNKNOWN,MAY-21|2021-04-19 17:30:00|UNKNOWN,APR-21|2021-03-19 18:30:00|UNKNOWN
2021-03-19 21:41:27,JUN-21|2021-05-19 17:30:00|UNKNOWN,MAY-21|2021-04-19 17:30:00|UNKNOWN,JUL-21|2021-06-21 17:30:00|UNKNOWN
2021-03-29 21:42:45,JUN-21|2021-05-19 18:30:00|UNKNOWN,MAY-21|2021-04-19 18:30:00|UNKNOWN,JUL-21|2021-06-21 18:30:00|UNKNOWN
2021-04-19 21:42:40,JUN-21|2021-05-19 18:30:00|UNKNOWN,AUG-21|2021-07-19 18:30:00|UNKNOWN,JUL-21|2021-06-21 18:30:00|UNKNOWN
2021-05-19 21:14:37,SEP-21|2021-08-19 18:30:00|UNKNOWN,AUG-21|2021-07-19 18:30:00|UNKNOWN,JUL-21|2021-06-21 18:30:00|UNKNOWN
2021-06-22 05:28:44,SEP-21|2021-08-19 18:30:00|UNKNOWN,AUG-21|2021-07-19 18:30:00|UNKNOWN,OCT-21|2021-09-20 18:30:00|UNKNOWN
2021-07-20 05:29:17,SEP-21|2021-08-19 18:30:00|UNKNOWN,NOV-21|2021-10-19 18:30:00|UNKNOWN,OCT-21|2021-09-20 18:30:00|UNKNOWN
2021-08-20 05:29:19,DEC-21|2021-11-18 19:30:00|UNKNOWN,NOV-21|2021-10-19 18:30:00|UNKNOWN,OCT-21|2021-09-20 18:30:00|UNKNOWN
2021-09-21 05:28:59,DEC-21|2021-11-18 19:30:00|UNKNOWN,NOV-21|2021-10-19 18:30:00|UNKNOWN,JAN-22|2021-12-17 19:30:00|UNKNOWN
2021-10-20 05:29:02,DEC-21|2021-11-18 19:30:00|UNKNOWN,FEB-22|2022-01-19 19:30:00|UNKNOWN,JAN-22|2021-12-17 19:30:00|UNKNOWN
2021-11-19 05:29:01,MAR-22|2022-02-21 19:30:00|UNKNOWN,FEB-22|2022-01-19 19:30:00|UNKNOWN,JAN-22|2021-12-17 19:30:00|UNKNOWN
2021-12-18 05:22:38,MAR-22|2022-02-21 19:30:00|UNKNOWN,FEB-22|2022-01-19 19:30:00|UNKNOWN,APR-22|2022-03-21 19:30:00|UNKNOWN
2021-12-30 05:21:30,MAR-22|2022-02-18 19:30:00|UNKNOWN,FEB-22|2022-01-19 19:30:00|UNKNOWN,APR-22|2022-03-21 19:30:00|UNKNOWN
2022-01-20 05:22:35,MAR-22|2022-02-18 19:30:00|UNKNOWN,MAY-22|2022-04-19 18:30:00|UNKNOWN,APR-22|2022-03-21 19:30:00|UNKNOWN
2022-02-22 20:06:57,JUN-22|2022-05-19 18:30:00|UNKNOWN,MAY-22|2022-04-19 18:30:00|UNKNOWN,APR-22|2022-03-21 19:30:00|UNKNOWN
2022-03-21 20:06:51,JUN-22|2022-05-19 18:30:00|UNKNOWN,MAY-22|2022-04-19 18:30:00|UNKNOWN,JUL-22|2022-06-17 18:30:00|UNKNOWN
2022-04-19 20:06:57,JUN-22|2022-05-19 18:30:00|UNKNOWN,AUG-22|2022-07-19 18:30:00|UNKNOWN,JUL-22|2022-06-17 18:30:00|UNKNOWN
2022-05-19 20:06:55,SEP-22|2022-08-19 18:30:00|UNKNOWN,AUG-22|2022-07-19 18:30:00|UNKNOWN,JUL-22|2022-06-17 18:30:00|UNKNOWN
2022-06-21 20:06:55,SEP-22|2022-08-19 18:30:00|UNKNOWN,AUG-22|2022-07-19 18:30:00|UNKNOWN,OCT-22|2022-09-19 18:30:00|UNKNOWN
2022-07-19 20:06:56,SEP-22|2022-08-19 18:30:00|UNKNOWN,NOV-22|2022-10-19 18:30:00|UNKNOWN,OCT-22|2022-09-19 18:30:00|UNKNOWN
2022-08-19 20:07:04,DEC-22|2022-11-18 19:30:00|UNKNOWN,NOV-22|2022-10-19 18:30:00|UNKNOWN,OCT-22|2022-09-19 18:30:00|UNKNOWN
2022-09-19 20:06:54,DEC-22|2022-11-18 19:30:00|UNKNOWN,NOV-22|2022-10-19 18:30:00|UNKNOWN,JAN-23|2022-12-19 19:30:00|UNKNOWN
2022-10-19 20:06:56,DEC-22|2022-11-18 19:30:00|UNKNOWN,FEB-23|2023-01-19 19:30:00|UNKNOWN,JAN-23|2022-12-19 19:30:00|UNKNOWN
2022-11-18 20:06:56,MAR-23|2023-02-20 19:30:00|UNKNOWN,FEB-23|2023-01-19 19:30:00|UNKNOWN,JAN-23|2022-12-19 19:30:00|UNKNOWN
2022-12-19 20:06:56,MAR-23|2023-02-20 19:30:00|UNKNOWN,FEB-23|2023-01-19 19:30:00|UNKNOWN,APR-23|2023-03-20 19:30:00|UNKNOWN
2022-12-22 20:06:56,MAR-23|2023-02-17 19:30:00|UNKNOWN,FEB-23|2023-01-19 19:30:00|UNKNOWN,APR-23|2023-03-20 19:30:00|UNKNOWN
2023-01-19 20:15:54,MAR-23|2023-02-17 19:30:00|UNKNOWN,MAY-23|2023-04-19 18:30:00|UNKNOWN,APR-23|2023-03-20 19:30:00|UNKNOWN
2023-02-09 19:13:05,MAR-23|2023-02-17 19:30:00|TRADEABLE,MAY-23|2023-04-19 18:30:00|OFFLINE,APR-23|2023-03-20 19:30:00|TRADEABLE
2023-02-20 11:16:56,JUN-23|2023-05-19 18:30:00|OFFLINE,MAY-23|2023-04-19 18:30:00|OFFLINE,APR-23|2023-03-20 19:30:00|TRADEABLE
2023-02-22 11:16:55,JUN-23|2023-05-19 18:30:00|OFFLINE,MAY-23|2023-04-19 18:30:00|TRADEABLE,APR-23|2023-03-20 19:30:00|TRADEABLE
2023-03-15 11:18:03,JUN-23|2023-05-19 18:30:00|TRADEABLE,MAY-23|2023-04-19 18:30:00|TRADEABLE,APR-23|2023-03-20 19:30:00|TRADEABLE
2023-03-21 11:16:54,JUN-23|2023-05-19 18:30:00|TRADEABLE,MAY-23|2023-04-19 18:30:00|TRADEABLE,JUL-23|2023-06-16 18:30:00|OFFLINE
2023-04-07 11:16:53,JUN-23|2023-05-19 18:30:00|EDITS_ONLY,MAY-23|2023-04-19 18:30:00|EDITS_ONLY,JUL-23|2023-06-16 18:30:00|OFFLINE
2023-04-10 11:16:56,JUN-23|2023-05-19 18:30:00|TRADEABLE,MAY-23|2023-04-19 18:30:00|TRADEABLE,JUL-23|2023-06-16 18:30:00|OFFLINE
2023-04-20 11:16:56,JUN-23|2023-05-19 18:30:00|TRADEABLE,AUG-23|2023-07-19 18:30:00|OFFLINE,JUL-23|2023-06-16 18:30:00|TRADEABLE
2023-05-22 11:18:03,SEP-23|2023-08-21 18:30:00|OFFLINE,AUG-23|2023-07-19 18:30:00|OFFLINE,JUL-23|2023-06-16 18:30:00|TRADEABLE
2023-05-24 11:18:02,SEP-23|2023-08-21 18:30:00|OFFLINE,AUG-23|2023-07-19 18:30:00|TRADEABLE,JUL-23|2023-06-16 18:30:00|TRADEABLE
2023-06-05 11:16:51,SEP-23|2023-08-21 18:30:00|TRADEABLE,AUG-23|2023-07-19 18:30:00|TRADEABLE,JUL-23|2023-06-16 18:30:00|TRADEABLE
2023-06-19 11:16:50,SEP-23|2023-08-21 18:30:00|TRADEABLE,AUG-23|2023-07-19 18:30:00|TRADEABLE,OCT-23|2023-09-19 18:30:00|OFFLINE
2023-07-20 11:16:56,SEP-23|2023-08-21 18:30:00|TRADEABLE,NOV-23|2023-10-19 18:30:00|OFFLINE,OCT-23|2023-09-19 18:30:00|OFFLINE
2023-07-25 11:16:57,SEP-23|2023-08-21 18:30:00|TRADEABLE,NOV-23|2023-10-19 18:30:00|OFFLINE,OCT-23|2023-09-19 18:30:00|TRADEABLE
2023-08-22 11:16:55,DEC-23|2023-11-17 19:30:00|OFFLINE,NOV-23|2023-10-19 18:30:00|OFFLINE,OCT-23|2023-09-19 18:30:00|TRADEABLE
2023-08-23 11:16:54,DEC-23|2023-11-17 19:30:00|OFFLINE,NOV-23|2023-10-19 18:30:00|TRADEABLE,OCT-23|2023-09-19 18:30:00|TRADEABLE
2023-09-01 11:16:56,DEC-23|2023-11-17 19:30:00|TRADEABLE,NOV-23|2023-10-19 18:30:00|TRADEABLE,OCT-23|2023-09-19 18:30:00|TRADEABLE
2023-09-20 11:16:55,DEC-23|2023-11-17 19:30:00|TRADEABLE,NOV-23|2023-10-19 18:30:00|TRADEABLE,JAN-24|2023-12-18 19:30:00|OFFLINE
2023-10-19 11:16:57,DEC-23|2023-11-17 19:30:00|TRADEABLE,NOV-23|2023-10-19 18:30:00|TRADEABLE,JAN-24|2023-12-18 19:30:00|TRADEABLE
2023-10-20 11:16:55,DEC-23|2023-11-17 19:30:00|TRADEABLE,FEB-24|2024-01-19 19:30:00|OFFLINE,JAN-24|2023-12-18 19:30:00|TRADEABLE
2023-11-20 11:16:56,MAR-24|2024-02-19 19:30:00|OFFLINE,FEB-24|2024-01-19 19:30:00|OFFLINE,JAN-24|2023-12-18 19:30:00|TRADEABLE
2023-11-21 11:16:59,MAR-24|2024-02-19 19:30:00|OFFLINE,FEB-24|2024-01-19 19:30:00|TRADEABLE,JAN-24|2023-12-18 19:30:00|TRADEABLE
