Date,MAR,JUN,SEP,DEC
2024-08-27 05:35:50,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-28 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-29 05:31:47,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-30 05:31:31,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-31 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-09-03 05:31:21,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-04 05:31:19,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-05 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-06 05:31:21,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-10 05:31:20,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-11 05:31:21,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-12 05:31:21,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-13 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-14 05:30:23,MAR-25|2025-03-14 20:00:00|EDITS_ONLY,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-25|2025-09-12 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-09-17 05:30:15,MAR-25|2025-03-14 20:00:00|TRADEABLE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-25|2025-09-12 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-18 05:30:14,MAR-25|2025-03-14 20:00:00|TRADEABLE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-25|2025-09-12 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-19 05:30:15,MAR-25|2025-03-14 20:00:00|TRADEABLE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-25|2025-09-12 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|TRADEABLE
