Date,MAR,JUN,SEP,DEC
2023-02-27 11:45:41,MAR-23|2023-03-10 20:00:00|TRADEABLE,JUN-23|2023-06-16 19:00:00|TRADEABLE,SEP-23|2023-09-15 19:00:00|OFFLINE,DEC-23|2023-12-15 20:00:00|OFFLINE
2023-03-13 11:16:55,MAR-24|2024-03-15 20:00:00|OFFLINE,JUN-23|2023-06-16 19:00:00|TRADEABLE,SEP-23|2023-09-15 19:00:00|TRADEABLE,DEC-23|2023-12-15 20:00:00|OFFLINE
2023-06-19 11:16:50,MAR-24|2024-03-15 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|OFFLINE,SEP-23|2023-09-15 19:00:00|TRADEABLE,DEC-23|2023-12-15 20:00:00|TRADEABLE
2023-09-18 11:16:55,MAR-24|2024-03-15 20:00:00|TRADEABLE,JUN-24|2024-06-14 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|OFFLINE,DEC-23|2023-12-15 20:00:00|TRADEABLE
2023-12-18 11:16:51,MAR-24|2024-03-15 20:00:00|TRADEABLE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|OFFLINE
2023-12-25 11:16:56,MAR-24|2024-03-15 20:00:00|EDITS_ONLY,JUN-24|2024-06-14 19:00:00|EDITS_ONLY,SEP-24|2024-09-13 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|OFFLINE
2023-12-26 11:16:51,MAR-24|2024-03-15 20:00:00|TRADEABLE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|OFFLINE
