Date,Month1,Month2
2021-03-15 22:54:30,MAY-21|2021-04-29 17:15:00|UNKNOWN,JUL-21|2021-06-29 17:15:00|UNKNOWN
2021-05-05 08:18:34,NOV-21|2021-10-28 17:15:00|UNKNOWN,JUL-21|2021-06-29 17:15:00|UNKNOWN
2021-06-30 05:28:42,NOV-21|2021-10-28 17:15:00|UNKNOWN,JAN-22|2021-12-30 18:15:00|UNKNOWN
2021-10-29 05:27:33,MAR-22|2022-02-25 18:15:00|UNKNOWN,JAN-22|2021-12-30 18:15:00|UNKNOWN
2021-12-31 05:21:20,MAR-22|2022-02-25 18:15:00|UNKNOWN,MAY-22|2022-04-28 17:15:00|UNKNOWN
2022-02-25 20:06:54,JUL-22|2022-06-29 17:15:00|UNKNOWN,MAY-22|2022-04-28 17:15:00|UNKNOWN
2022-04-28 20:06:55,JUL-22|2022-06-29 17:15:00|UNKNOWN,NOV-22|2022-10-28 17:15:00|UNKNOWN
2022-07-11 20:06:54,JAN-23|2022-12-29 18:15:00|UNKNOWN,NOV-22|2022-10-28 17:15:00|UNKNOWN
2022-10-28 20:06:53,JAN-23|2022-12-29 18:15:00|UNKNOWN,MAR-23|2023-02-27 18:15:00|UNKNOWN
2022-12-29 20:06:56,MAY-23|2023-04-27 17:15:00|UNKNOWN,MAR-23|2023-02-27 18:15:00|UNKNOWN
2023-02-09 19:13:05,MAY-23|2023-04-27 17:15:00|OFFLINE,MAR-23|2023-02-27 18:15:00|TRADEABLE
2023-02-20 11:16:56,MAY-23|2023-04-27 17:15:00|OFFLINE,MAR-23|2023-02-27 18:15:00|EDITS_ONLY
2023-02-21 11:16:56,MAY-23|2023-04-27 17:15:00|OFFLINE,MAR-23|2023-02-27 18:15:00|TRADEABLE
2023-02-23 11:16:53,MAY-23|2023-04-27 17:15:00|TRADEABLE,MAR-23|2023-02-27 18:15:00|TRADEABLE
2023-02-28 11:16:56,MAY-23|2023-04-27 17:15:00|TRADEABLE,JUL-23|2023-06-29 17:15:00|OFFLINE
2023-03-10 11:16:55,MAY-23|2023-04-27 17:15:00|TRADEABLE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-04-10 11:16:56,MAY-23|2023-04-27 17:15:00|EDITS_ONLY,JUL-23|2023-06-29 17:15:00|EDITS_ONLY
2023-04-11 11:17:26,MAY-23|2023-04-27 17:15:00|TRADEABLE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-04-26 11:16:56,MAY-23|2023-04-27 17:15:00|EDITS_ONLY,JUL-23|2023-06-29 17:15:00|EDITS_ONLY
2023-04-27 11:16:54,MAY-23|2023-04-27 17:15:00|TRADEABLE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-05-01 11:17:29,NOV-23|2023-10-30 18:15:00|OFFLINE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-05-30 11:16:55,NOV-23|2023-10-30 18:15:00|OFFLINE,JUL-23|2023-06-29 17:15:00|EDITS_ONLY
2023-05-31 11:19:06,NOV-23|2023-10-30 18:15:00|OFFLINE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-06-20 11:17:56,NOV-23|2023-10-30 18:15:00|OFFLINE,JUL-23|2023-06-29 17:15:00|EDITS_ONLY
2023-06-21 11:16:55,NOV-23|2023-10-30 18:15:00|OFFLINE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-06-29 11:17:25,NOV-23|2023-10-30 18:15:00|TRADEABLE,JUL-23|2023-06-29 17:15:00|TRADEABLE
2023-07-03 11:16:56,NOV-23|2023-10-30 18:15:00|EDITS_ONLY,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-07-04 11:16:50,NOV-23|2023-10-30 18:15:00|TRADEABLE,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-07-05 11:17:13,NOV-23|2023-10-30 18:15:00|EDITS_ONLY,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-07-07 11:16:51,NOV-23|2023-10-30 18:15:00|TRADEABLE,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-08-28 11:16:56,NOV-23|2023-10-30 18:15:00|EDITS_ONLY,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-08-29 11:16:56,NOV-23|2023-10-30 18:15:00|TRADEABLE,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-09-04 11:16:55,NOV-23|2023-10-30 18:15:00|EDITS_ONLY,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-09-05 11:16:52,NOV-23|2023-10-30 18:15:00|TRADEABLE,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-09-07 11:16:50,NOV-23|2023-10-30 18:15:00|EDITS_ONLY,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-09-08 11:16:55,NOV-23|2023-10-30 18:15:00|TRADEABLE,JAN-24|2023-12-28 18:15:00|OFFLINE
2023-10-30 11:16:50,NOV-23|2023-10-30 18:15:00|TRADEABLE,JAN-24|2023-12-28 18:15:00|TRADEABLE
2023-10-31 11:16:54,MAR-24|2024-02-28 18:15:00|OFFLINE,JAN-24|2023-12-28 18:15:00|TRADEABLE
2023-11-06 11:16:56,MAR-24|2024-02-28 19:15:00|OFFLINE,JAN-24|2023-12-28 19:15:00|TRADEABLE
