Date,Month1,Month2
2021-03-15 22:54:30,SEP-21|2021-08-30 17:00:00|UNKNOWN,JUN-21|2021-05-27 17:00:00|UNKNOWN
2021-05-27 21:17:07,SEP-21|2021-08-30 17:00:00|UNKNOWN,DEC-21|2021-11-29 18:00:00|UNKNOWN
2021-08-31 05:21:29,MAR-22|2022-02-25 18:00:00|UNKNOWN,DEC-21|2021-11-29 18:00:00|UNKNOWN
2021-11-30 05:29:09,MAR-22|2022-02-25 18:00:00|UNKNOWN,JUN-22|2022-05-30 17:00:00|UNKNOWN
2021-12-30 05:21:30,MAR-22|2022-02-25 18:00:00|UNKNOWN,JUN-22|2022-05-27 17:00:00|UNKNOWN
2022-02-25 20:06:54,SEP-22|2022-08-30 17:00:00|UNKNOWN,JUN-22|2022-05-27 17:00:00|UNKNOWN
2022-05-27 20:06:56,SEP-22|2022-08-30 17:00:00|UNKNOWN,DEC-22|2022-11-29 18:00:00|UNKNOWN
2022-08-30 20:06:56,MAR-23|2023-02-27 18:00:00|UNKNOWN,DEC-22|2022-11-29 18:00:00|UNKNOWN
2022-11-29 20:06:55,MAR-23|2023-02-27 18:00:00|UNKNOWN,JUN-23|2023-05-30 17:00:00|UNKNOWN
2023-02-09 19:13:05,MAR-23|2023-02-27 18:00:00|TRADEABLE,JUN-23|2023-05-30 17:00:00|OFFLINE
2023-02-23 11:16:53,MAR-23|2023-02-27 18:00:00|TRADEABLE,JUN-23|2023-05-30 17:00:00|TRADEABLE
2023-02-28 11:16:56,SEP-23|2023-08-30 17:00:00|OFFLINE,JUN-23|2023-05-30 17:00:00|TRADEABLE
2023-04-10 11:16:56,SEP-23|2023-08-30 17:00:00|OFFLINE,JUN-23|2023-05-30 17:00:00|EDITS_ONLY
2023-04-11 11:17:26,SEP-23|2023-08-30 17:00:00|OFFLINE,JUN-23|2023-05-30 17:00:00|TRADEABLE
2023-05-30 19:45:30,SEP-23|2023-08-30 17:00:00|TRADEABLE,DEC-23|2023-11-29 18:00:00|OFFLINE
2023-08-24 11:16:54,SEP-23|2023-08-30 17:00:00|TRADEABLE,DEC-23|2023-11-29 18:00:00|TRADEABLE
2023-08-31 11:16:51,MAR-24|2024-02-28 18:00:00|OFFLINE,DEC-23|2023-11-29 18:00:00|TRADEABLE
2023-11-28 11:16:54,MAR-24|2024-02-28 18:00:00|TRADEABLE,DEC-23|2023-11-29 18:00:00|TRADEABLE
2023-11-30 11:16:56,MAR-24|2024-02-28 18:00:00|TRADEABLE,JUN-24|2024-05-30 17:00:00|OFFLINE
2023-12-01 11:16:56,MAR-24|2024-02-26 18:00:00|TRADEABLE,JUN-24|2024-05-28 17:00:00|OFFLINE
2023-12-25 11:16:56,MAR-24|2024-02-26 18:00:00|EDITS_ONLY,JUN-24|2024-05-28 17:00:00|OFFLINE
2023-12-26 11:16:51,MAR-24|2024-02-26 18:00:00|TRADEABLE,JUN-24|2024-05-28 17:00:00|OFFLINE
2024-01-01 11:16:51,MAR-24|2024-02-26 18:00:00|EDITS_ONLY,JUN-24|2024-05-28 17:00:00|OFFLINE
2024-01-02 11:16:51,MAR-24|2024-02-26 18:00:00|TRADEABLE,JUN-24|2024-05-28 17:00:00|OFFLINE
2024-02-20 11:16:54,MAR-24|2024-02-26 18:00:00|TRADEABLE,JUN-24|2024-05-28 17:00:00|TRADEABLE
2024-02-27 11:16:56,SEP-24|2024-08-27 17:00:00|OFFLINE,JUN-24|2024-05-28 17:00:00|TRADEABLE
2024-03-29 11:16:51,SEP-24|2024-08-27 17:00:00|OFFLINE,JUN-24|2024-05-28 17:00:00|EDITS_ONLY
2024-04-01 11:16:51,SEP-24|2024-08-27 17:00:00|OFFLINE,JUN-24|2024-05-28 17:00:00|TRADEABLE
