Date,Month1,Month2,Month3
2021-05-25 21:16:38,SEP-21|2021-08-25 16:30:00|UNKNOWN,NOV-21|2021-10-26 16:30:00|UNKNOWN,JUL-21|2021-06-25 16:30:00|UNKNOWN
2021-06-26 05:28:42,SEP-21|2021-08-25 16:30:00|UNKNOWN,NOV-21|2021-10-26 16:30:00|UNKNOWN,JAN-22|2021-12-24 17:30:00|UNKNOWN
2021-08-26 05:22:43,MAR-22|2022-02-23 17:30:00|UNKNOWN,NOV-21|2021-10-26 16:30:00|UNKNOWN,JAN-22|2021-12-24 17:30:00|UNKNOWN
2021-10-27 10:37:44,MAR-22|2022-02-23 17:30:00|UNKNOWN,MAY-22|2022-04-26 16:30:00|UNKNOWN,JAN-22|2021-12-24 17:30:00|UNKNOWN
2021-12-25 05:21:28,MAR-22|2022-02-23 17:30:00|UNKNOWN,MAY-22|2022-04-26 16:30:00|UNKNOWN,JUL-22|2022-06-27 16:30:00|UNKNOWN
2022-02-17 20:06:55,MAR-22|2022-02-23 17:30:00|UNKNOWN,MAY-22|2022-04-25 16:30:00|UNKNOWN,JUL-22|2022-06-27 16:30:00|UNKNOWN
2022-02-23 20:06:57,SEP-22|2022-08-25 16:30:00|UNKNOWN,MAY-22|2022-04-25 16:30:00|UNKNOWN,JUL-22|2022-06-27 16:30:00|UNKNOWN
2022-04-19 20:06:57,SEP-22|2022-08-25 16:30:00|UNKNOWN,MAY-22|2022-04-25 16:30:00|UNKNOWN,JUL-22|2022-06-24 16:30:00|UNKNOWN
2022-04-25 20:06:55,SEP-22|2022-08-25 16:30:00|UNKNOWN,NOV-22|2022-04-25 16:30:00|UNKNOWN,JUL-22|2022-06-24 16:30:00|UNKNOWN
2022-06-21 20:06:55,SEP-22|2022-08-24 16:30:00|UNKNOWN,NOV-22|2022-10-26 16:30:00|UNKNOWN,JUL-22|2022-06-24 16:30:00|UNKNOWN
2022-06-24 20:06:55,SEP-22|2022-08-24 16:30:00|UNKNOWN,NOV-22|2022-10-26 16:30:00|UNKNOWN,JAN-23|2022-12-23 17:30:00|UNKNOWN
2022-08-18 20:06:56,SEP-22|2022-08-24 16:30:00|UNKNOWN,NOV-22|2022-10-25 16:30:00|UNKNOWN,JAN-23|2022-12-23 17:30:00|UNKNOWN
2022-08-24 20:06:56,MAR-23|2023-02-23 17:30:00|UNKNOWN,NOV-22|2022-10-25 16:30:00|UNKNOWN,JAN-23|2022-12-23 17:30:00|UNKNOWN
2022-10-26 20:06:55,MAR-23|2023-02-23 17:30:00|UNKNOWN,MAY-23|2022-10-25 16:30:00|UNKNOWN,JAN-23|2022-12-23 17:30:00|UNKNOWN
2022-11-23 20:06:55,MAR-23|2023-02-23 17:30:00|UNKNOWN,MAY-23|2023-04-25 16:30:00|UNKNOWN,JAN-23|2022-12-23 17:30:00|UNKNOWN
2022-12-23 20:06:55,MAR-23|2023-02-23 17:30:00|UNKNOWN,MAY-23|2023-04-25 16:30:00|UNKNOWN,JUL-23|2023-06-27 16:30:00|UNKNOWN
2023-02-09 19:13:05,MAR-23|2023-02-23 17:30:00|TRADEABLE,MAY-23|2023-04-25 16:30:00|OFFLINE,JUL-23|2023-06-27 16:30:00|OFFLINE
2023-02-20 11:16:56,MAR-23|2023-02-23 17:30:00|TRADEABLE,MAY-23|2023-04-25 16:30:00|TRADEABLE,JUL-23|2023-06-27 16:30:00|OFFLINE
2023-02-27 12:08:48,SEP-23|2023-08-25 16:30:00|OFFLINE,MAY-23|2023-04-25 16:30:00|TRADEABLE,JUL-23|2023-06-27 16:30:00|OFFLINE
2023-04-10 11:16:56,SEP-23|2023-08-25 16:30:00|OFFLINE,MAY-23|2023-04-25 16:30:00|EDITS_ONLY,JUL-23|2023-06-27 16:30:00|OFFLINE
2023-04-12 11:16:56,SEP-23|2023-08-25 16:30:00|OFFLINE,MAY-23|2023-04-25 16:30:00|TRADEABLE,JUL-23|2023-06-27 16:30:00|OFFLINE
2023-04-25 11:16:56,SEP-23|2023-08-24 16:30:00|OFFLINE,MAY-23|2023-04-28 16:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|TRADEABLE
2023-05-02 11:16:56,SEP-23|2023-08-24 16:30:00|OFFLINE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|EDITS_ONLY
2023-05-03 11:16:57,SEP-23|2023-08-24 16:30:00|OFFLINE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|TRADEABLE
2023-05-09 11:17:28,SEP-23|2023-08-24 16:30:00|OFFLINE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|EDITS_ONLY
2023-05-10 11:17:29,SEP-23|2023-08-24 16:30:00|OFFLINE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|TRADEABLE
2023-05-30 11:16:55,SEP-23|2023-08-24 16:30:00|OFFLINE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|EDITS_ONLY
2023-05-31 11:19:06,SEP-23|2023-08-24 16:30:00|OFFLINE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|TRADEABLE
2023-06-27 11:17:57,SEP-23|2023-08-24 16:30:00|TRADEABLE,NOV-23|2023-11-01 17:30:00|OFFLINE,JUL-23|2023-06-26 16:30:00|TRADEABLE
2023-06-28 11:16:50,SEP-23|2023-08-22 16:30:00|TRADEABLE,NOV-23|2023-10-20 16:30:00|TRADEABLE,JAN-24|2023-12-19 17:30:00|OFFLINE
2023-08-21 11:17:30,SEP-23|2023-08-22 16:30:00|TRADEABLE,NOV-23|2023-10-20 16:30:00|TRADEABLE,JAN-24|2023-12-19 17:30:00|TRADEABLE
