Date,MONTH1,MONTH2
2022-03-21 11:50:25,SEP-22|2022-09-15 09:00:00|UNKNOWN,JUN-22|2022-06-15 09:00:00|UNKNOWN
2022-06-15 20:06:56,SEP-22|2022-09-15 09:00:00|UNKNOWN,DEC-22|2022-12-15 10:00:00|UNKNOWN
2022-09-15 20:06:55,MAR-23|2023-03-16 10:00:00|UNKNOWN,DEC-22|2022-12-15 10:00:00|UNKNOWN
2022-12-15 20:06:54,MAR-23|2023-03-16 10:00:00|UNKNOWN,JUN-23|2023-06-15 09:00:00|UNKNOWN
2023-02-09 19:13:05,MAR-23|2023-03-16 10:00:00|TRADEABLE,JUN-23|2023-06-15 09:00:00|OFFLINE
2023-03-13 11:16:55,MAR-23|2023-03-16 10:00:00|TRADEABLE,JUN-23|2023-06-15 09:00:00|TRADEABLE
2023-03-17 11:16:56,SEP-23|2023-09-21 09:00:00|OFFLINE,JUN-23|2023-06-15 09:00:00|TRADEABLE
2023-06-15 11:16:55,SEP-23|2023-09-21 09:00:00|TRADEABLE,JUN-23|2023-06-15 09:00:00|TRADEABLE
2023-06-16 11:18:02,SEP-23|2023-09-21 09:00:00|TRADEABLE,DEC-23|2023-12-21 10:00:00|OFFLINE
2023-09-20 11:16:55,SEP-23|2023-09-21 09:00:00|TRADEABLE,DEC-23|2023-12-21 10:00:00|TRADEABLE
2023-09-21 11:16:55,MAR-24|2024-03-21 10:00:00|OFFLINE,DEC-23|2023-12-21 10:00:00|TRADEABLE
2023-12-20 11:16:51,MAR-24|2024-03-20 10:00:00|OFFLINE,DEC-23|2023-12-21 10:00:00|TRADEABLE
2023-12-21 11:16:56,MAR-24|2024-03-20 10:00:00|TRADEABLE,JUN-24|2024-06-20 09:00:00|OFFLINE
2023-12-25 11:16:56,MAR-24|2024-03-21 10:00:00|OFFLINE,JUN-24|2024-06-20 09:00:00|OFFLINE
2023-12-26 11:16:51,MAR-24|2024-03-21 10:00:00|TRADEABLE,JUN-24|2024-06-20 09:00:00|OFFLINE
2023-12-28 11:16:51,MAR-24|2024-03-20 10:00:00|TRADEABLE,JUN-24|2024-06-20 09:00:00|OFFLINE
2024-01-01 11:16:51,MAR-24|2024-03-21 10:00:00|OFFLINE,JUN-24|2024-06-20 09:00:00|OFFLINE
2024-01-02 11:16:51,MAR-24|2024-03-21 10:00:00|TRADEABLE,JUN-24|2024-06-20 09:00:00|OFFLINE
2024-01-11 13:26:53,MAR-24|2024-03-20 10:00:00|TRADEABLE,JUN-24|2024-06-20 09:00:00|OFFLINE
2024-03-14 11:16:56,MAR-24|2024-03-20 10:00:00|OFFLINE,JUN-24|2024-06-20 09:00:00|OFFLINE
