Date,MAR,JUN,SEP,DEC
2024-08-15 05:30:08,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-17 05:30:08,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-08-20 05:30:09,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-09-16 11:16:54,MAR-25|2025-03-14 20:00:00|TRADEABLE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-25|2025-09-12 19:00:00|OFFLINE,DEC-24|2024-12-13 20:00:00|TRADEABLE
