DATE_TIME,current_contract,next_contract,carry_contract
1960-12-30 06:00:00,19610100,19610300,19610300
1961-02-27 06:00:00,19610300,19610500,19610500
1961-04-28 06:00:00,19610500,19610700,19610700
1961-06-29 05:00:00,19610700,19610800,19610800
1961-07-31 05:00:00,19610800,19610900,19610900
1961-09-05 05:00:00,19610900,19611200,19611200
1961-11-29 06:00:00,19611200,19620100,19620100
1961-12-29 06:00:00,19620100,19620300,19620300
1962-02-27 06:00:00,19620300,19620500,19620500
1962-04-30 05:00:00,19620500,19620700,19620700
1962-06-29 05:00:00,19620700,19620800,19620800
1962-07-30 05:00:00,19620800,19620900,19620900
1962-09-04 05:00:00,19620900,19621200,19621200
1962-11-29 06:00:00,19621200,19630100,19630100
1962-12-31 06:00:00,19630100,19630300,19630300
1963-02-27 06:00:00,19630300,19630500,19630500
1963-04-29 05:00:00,19630500,19630700,19630700
1963-06-28 05:00:00,19630700,19630800,19630800
1963-07-30 05:00:00,19630800,19630900,19630900
1963-09-03 05:00:00,19630900,19631200,19631200
1963-11-29 06:00:00,19631200,19640100,19640100
1963-12-30 06:00:00,19640100,19640300,19640300
1964-02-28 06:00:00,19640300,19640500,19640500
1964-04-29 05:00:00,19640500,19640700,19640700
1964-06-29 05:00:00,19640700,19640800,19640800
1964-07-30 05:00:00,19640800,19640900,19640900
1964-09-02 05:00:00,19640900,19641200,19641200
1964-11-30 06:00:00,19641200,19650100,19650100
1964-12-30 06:00:00,19650100,19650300,19650300
1965-02-26 06:00:00,19650300,19650500,19650500
1965-04-29 05:00:00,19650500,19650700,19650700
1965-06-29 05:00:00,19650700,19650800,19650800
1965-07-30 05:00:00,19650800,19650900,19650900
1965-09-02 05:00:00,19650900,19651200,19651200
1965-11-29 06:00:00,19651200,19660100,19660100
1965-12-30 06:00:00,19660100,19660300,19660300
1966-02-28 06:00:00,19660300,19660500,19660500
1966-04-29 05:00:00,19660500,19660700,19660700
1966-06-29 05:00:00,19660700,19660800,19660800
1966-07-29 05:00:00,19660800,19660900,19660900
1966-09-02 05:00:00,19660900,19661200,19661200
1966-11-29 06:00:00,19661200,19670100,19670100
1966-12-30 06:00:00,19670100,19670300,19670300
1967-02-27 06:00:00,19670300,19670500,19670500
1967-04-28 06:00:00,19670500,19670700,19670700
1967-06-29 05:00:00,19670700,19670800,19670800
1967-07-31 05:00:00,19670800,19670900,19670900
1967-09-05 05:00:00,19670900,19671200,19671200
1967-11-29 06:00:00,19671200,19680100,19680100
1967-12-29 06:00:00,19680100,19680300,19680300
1968-02-28 06:00:00,19680300,19680500,19680500
1968-04-29 05:00:00,19680500,19680700,19680700
1968-06-28 05:00:00,19680700,19680800,19680800
1968-07-30 05:00:00,19680800,19680900,19680900
1968-09-03 05:00:00,19680900,19681200,19681200
1968-11-29 06:00:00,19681200,19690100,19690100
1968-12-30 06:00:00,19690100,19690300,19690300
1969-02-27 06:00:00,19690300,19690500,19690500
1969-04-29 05:00:00,19690500,19690700,19690700
1969-06-30 05:00:00,19690700,19690800,19690800
1969-07-30 05:00:00,19690800,19690900,19690900
1969-09-02 05:00:00,19690900,19691200,19691200
1969-11-28 06:00:00,19691200,19700100,19700100
1969-12-30 06:00:00,19700100,19700300,19700300
1970-02-27 06:00:00,19700300,19700500,19700500
1970-04-29 05:00:00,19700500,19700700,19700700
1970-06-29 05:00:00,19700700,19700800,19700800
1970-07-30 05:00:00,19700800,19700900,19700900
1970-09-02 05:00:00,19700900,19701200,19701200
1970-11-30 06:00:00,19701200,19710100,19710100
1970-12-30 06:00:00,19710100,19710300,19710300
1971-02-26 06:00:00,19710300,19710500,19710500
1971-04-29 05:00:00,19710500,19710700,19710700
1971-06-29 05:00:00,19710700,19710800,19710800
1971-07-30 05:00:00,19710800,19710900,19710900
1971-09-02 05:00:00,19710900,19711200,19711200
1971-11-29 06:00:00,19711200,19720100,19720100
1971-12-30 06:00:00,19720100,19720300,19720300
1972-02-28 06:00:00,19720300,19720500,19720500
1972-04-28 06:00:00,19720500,19720700,19720700
1972-06-29 05:00:00,19720700,19720800,19720800
1972-07-31 05:00:00,19720800,19720900,19720900
1972-09-05 05:00:00,19720900,19721200,19721200
1972-11-29 06:00:00,19721200,19730100,19730100
1972-12-29 06:00:00,19730100,19730300,19730300
1973-02-27 06:00:00,19730300,19730500,19730500
1973-04-30 05:00:00,19730500,19730700,19730700
1973-06-29 05:00:00,19730700,19730800,19730800
