DATE_TIME,current_contract,next_contract,carry_contract
2008-10-22 05:00:00,20081100,20090100,20090100
2008-12-22 06:00:00,20090100,20090300,20090300
2009-02-19 06:00:00,20090300,20090500,20090500
2009-04-21 05:00:00,20090500,20090700,20090700
2009-06-22 05:00:00,20090700,20090900,20090900
2009-08-21 05:00:00,20090900,20091100,20091100
2009-10-22 05:00:00,20091100,20100100,20100100
2009-12-22 06:00:00,20100100,20100300,20100300
2010-02-19 06:00:00,20100300,20100500,20100500
2010-04-21 05:00:00,20100500,20100700,20100700
2010-06-21 05:00:00,20100700,20100900,20100900
2010-08-23 05:00:00,20100900,20101100,20101100
2010-10-22 05:00:00,20101100,20110100,20110100
2010-12-22 06:00:00,20110100,20110300,20110300
2011-03-31 05:00:00,20110300,20110500,20110500
2011-05-25 08:00:00,20110500,20110700,20110700
2011-06-21 08:00:00,20110700,20110900,20110900
2011-08-22 08:00:00,20110900,20111100,20111100
2011-10-21 08:00:00,20111100,20120100,20120100
2011-12-22 09:00:00,20120100,20120300,20120300
2012-02-20 09:00:00,20120300,20120500,20120500
2012-04-20 02:00:00,20120500,20120700,20120700
2012-06-21 08:00:00,20120700,20120900,20120900
2012-08-22 08:00:00,20120900,20121100,20121100
2012-10-22 08:00:00,20121100,20130100,20130100
2012-12-21 09:00:00,20130100,20130300,20130300
2013-02-19 09:00:00,20130300,20130500,20130500
2013-04-22 11:00:00,20130500,20130700,20130700
2013-06-21 08:00:00,20130700,20130900,20130900
2013-08-22 08:00:00,20130900,20131100,20131100
2013-10-22 08:00:00,20131100,20140100,20140100
2013-12-23 09:00:00,20140100,20140300,20140300
2014-02-19 09:00:00,20140300,20140500,20140500
2014-04-22 08:00:00,20140500,20140700,20140700
2014-06-20 08:00:00,20140700,20140900,20140900
2014-08-22 08:00:00,20140900,20141100,20141100
2014-10-22 08:00:00,20141100,20150100,20150100
2014-12-22 09:00:00,20150100,20150300,20150300
2015-02-19 09:00:00,20150300,20150500,20150500
2015-04-21 08:00:00,20150500,20150700,20150700
2015-06-22 08:00:00,20150700,20150900,20150900
2015-08-21 08:00:00,20150900,20151100,20151100
2015-10-22 08:00:00,20151100,20160100,20160100
2015-12-22 09:00:00,20160100,20160300,20160300
2016-02-19 09:00:00,20160300,20160500,20160500
2016-04-21 08:00:00,20160500,20160700,20160700
2016-06-21 08:00:00,20160700,20160900,20160900
2016-08-22 08:00:00,20160900,20161100,20161100
2016-10-21 08:00:00,20161100,20170100,20170100
2016-12-22 09:00:00,20170100,20170300,20170300
2017-02-20 09:00:00,20170300,20170500,20170500
2017-04-21 08:00:00,20170500,20170700,20170700
2017-06-21 08:00:00,20170700,20170900,20170900
2017-08-22 08:00:00,20170900,20171100,20171100
2017-10-23 08:00:00,20171100,20180100,20180100
2017-12-22 09:00:00,20180100,20180300,20180300
2018-02-19 09:00:00,20180300,20180500,20180500
2018-04-20 08:00:00,20180500,20180700,20180700
2018-06-21 08:00:00,20180700,20180900,20180900
2018-08-22 08:00:00,20180900,20181100,20181100
2018-10-22 08:00:00,20181100,20190100,20190100
2018-12-21 09:00:00,20190100,20190300,20190300
2019-02-19 09:00:00,20190300,20190500,20190500
2019-04-23 08:00:00,20190500,20190700,20190700
2019-06-21 08:00:00,20190700,20190900,20190900
2019-08-22 08:00:00,20190900,20191100,20191100
2019-10-22 08:00:00,20191100,20200100,20200100
2019-12-23 09:00:00,20200100,20200300,20200300
2020-02-20 09:00:00,20200300,20200500,20200500
2020-04-21 08:00:00,20200500,20200700,20200700
2020-06-22 08:00:00,20200700,20200900,20200900
2020-08-21 08:00:00,20200900,20201100,20201100
2020-10-22 08:00:00,20201100,20210100,20210100
2020-12-22 09:00:00,20210100,20210300,20210300
2021-02-19 09:00:00,20210300,20210500,20210500
2021-04-21 08:00:00,20210500,20210700,20210700
2021-06-21 08:00:00,20210700,20210900,20210900
2021-08-23 08:00:00,20210900,20211100,20211100
2021-10-22 05:00:00,20211100,20220100,20220100
2021-12-22 06:00:00,20220100,20220300,20220300
2022-02-18 09:00:00,20220300,20220500,20220500
2022-04-21 08:00:00,20220500,20220700,20220700
2022-06-21 08:00:00,20220700,20220900,20220900
2022-08-22 08:00:00,20220900,20221100,20221100
2022-10-21 08:00:00,20221100,20230100,20230100
2022-12-22 09:00:00,20230100,20230300,20230300
