DATE_TIME,current_contract,next_contract,carry_contract
1987-09-16 05:00:00,19880600,19880900,19880300
1987-12-17 06:00:00,19880900,19881200,19880600
1988-03-17 06:00:00,19881200,19890300,19880900
1988-06-15 05:00:00,19890300,19890600,19881200
1988-09-15 05:00:00,19890600,19890900,19890300
1988-12-16 06:00:00,19890900,19891200,19890600
1989-03-17 06:00:00,19891200,19900300,19890900
1989-06-15 05:00:00,19900300,19900600,19891200
1989-09-15 05:00:00,19900600,19900900,19900300
1989-12-15 06:00:00,19900900,19901200,19900600
1990-03-16 06:00:00,19901200,19910300,19900900
1990-06-15 05:00:00,19910300,19910600,19901200
1990-09-14 05:00:00,19910600,19910900,19910300
1990-12-17 06:00:00,19910900,19911200,19910600
1991-03-18 06:00:00,19911200,19920300,19910900
1991-06-17 05:00:00,19920300,19920600,19911200
1991-09-16 05:00:00,19920600,19920900,19920300
1991-12-17 06:00:00,19920900,19921200,19920600
1992-03-17 06:00:00,19921200,19930300,19920900
1992-06-15 05:00:00,19930300,19930600,19921200
1992-09-15 05:00:00,19930600,19930900,19930300
1992-12-16 06:00:00,19930900,19931200,19930600
1993-03-17 06:00:00,19931200,19940300,19930900
1993-06-15 05:00:00,19940300,19940600,19931200
1993-09-15 05:00:00,19940600,19940900,19940300
1993-12-16 06:00:00,19940900,19941200,19940600
1994-03-17 06:00:00,19941200,19950300,19940900
1994-06-15 05:00:00,19950300,19950600,19941200
1994-09-15 05:00:00,19950600,19950900,19950300
1994-12-16 06:00:00,19950900,19951200,19950600
1995-03-17 06:00:00,19951200,19960300,19950900
1995-06-16 05:00:00,19960300,19960600,19951200
1995-09-15 05:00:00,19960600,19960900,19960300
1995-12-18 06:00:00,19960900,19961200,19960600
1996-03-18 06:00:00,19961200,19970300,19960900
1996-06-14 05:00:00,19970300,19970600,19961200
1996-09-16 05:00:00,19970600,19970900,19970300
1996-12-16 06:00:00,19970900,19971200,19970600
1997-03-17 06:00:00,19971200,19980300,19970900
1997-06-16 05:00:00,19980300,19980600,19971200
1997-09-15 05:00:00,19980600,19980900,19980300
1997-12-16 06:00:00,19980900,19981200,19980600
1998-03-17 06:00:00,19981200,19990300,19980900
1998-06-15 05:00:00,19990300,19990600,19981200
1998-09-15 05:00:00,19990600,19990900,19990300
1998-12-16 06:00:00,19990900,19991200,19990600
1999-03-17 06:00:00,19991200,20000300,19990900
1999-06-16 05:00:00,20000300,20000600,19991200
1999-09-16 05:00:00,20000600,20000900,20000300
1999-12-17 06:00:00,20000900,20001200,20000600
2000-03-17 06:00:00,20001200,20010300,20000900
2000-06-15 05:00:00,20010300,20010600,20001200
2000-09-15 05:00:00,20010600,20010900,20010300
2000-12-15 06:00:00,20010900,20011200,20010600
2001-03-16 06:00:00,20011200,20020300,20010900
2001-06-15 05:00:00,20020300,20020600,20011200
2001-09-14 05:00:00,20020600,20020900,20020300
2001-12-17 06:00:00,20020900,20021200,20020600
2002-03-18 06:00:00,20021200,20030300,20020900
2002-06-14 05:00:00,20030300,20030600,20021200
2002-09-16 05:00:00,20030600,20030900,20030300
2002-12-16 06:00:00,20030900,20031200,20030600
2003-03-17 06:00:00,20031200,20040300,20030900
2003-06-16 05:00:00,20040300,20040600,20031200
2003-09-16 05:00:00,20040600,20040900,20040300
2003-12-17 06:00:00,20040900,20041200,20040600
2004-03-17 06:00:00,20041200,20050300,20040900
2004-06-15 05:00:00,20050300,20050600,20041200
2004-09-15 05:00:00,20050600,20050900,20050300
2004-12-16 06:00:00,20050900,20051200,20050600
2005-03-17 06:00:00,20051200,20060300,20050900
2005-06-15 05:00:00,20060300,20060600,20051200
2005-09-15 05:00:00,20060600,20060900,20060300
2005-12-16 06:00:00,20060900,20061200,20060600
2006-03-17 06:00:00,20061200,20070300,20060900
2006-06-15 05:00:00,20070300,20070600,20061200
2006-09-15 05:00:00,20070600,20070900,20070300
2006-12-15 06:00:00,20070900,20071200,20070600
2007-03-16 05:00:00,20071200,20080300,20070900
2007-06-15 05:00:00,20080300,20080600,20071200
2007-09-17 05:00:00,20080600,20080900,20080300
2007-12-17 06:00:00,20080900,20081200,20080600
2008-03-17 05:00:00,20081200,20090300,20080900
2008-06-16 05:00:00,20090300,20090600,20081200
2008-09-15 05:00:00,20090600,20090900,20090300
2008-12-16 06:00:00,20090900,20091200,20090600
2009-03-17 05:00:00,20091200,20100300,20090900
2009-06-15 05:00:00,20100300,20100600,20091200
2009-09-15 05:00:00,20100600,20100900,20100300
2009-12-16 06:00:00,20100900,20101200,20100600
2010-03-17 05:00:00,20101200,20110300,20100900
2010-06-15 05:00:00,20110300,20110600,20101200
2010-09-15 05:00:00,20110600,20110900,20110300
2010-12-16 06:00:00,20110900,20111200,20110600
2011-03-17 05:00:00,20111200,20120300,20110900
2011-06-16 05:00:00,20120300,20120600,20111200
2011-09-16 05:00:00,20120600,20120900,20120300
2011-12-16 06:00:00,20120900,20121200,20120600
2012-03-16 05:00:00,20121200,20130300,20120900
2012-06-15 05:00:00,20130300,20130600,20121200
2012-09-14 05:00:00,20130600,20130900,20130300
2012-12-17 06:00:00,20130900,20131200,20130600
2013-03-18 05:00:00,20131200,20140300,20130900
2013-06-14 05:00:00,20140300,20140600,20131200
2013-09-16 05:00:00,20140600,20140900,20140300
2013-12-16 06:00:00,20140900,20141200,20140600
2014-03-17 05:00:00,20141200,20150300,20140900
2014-06-16 05:00:00,20150300,20150600,20141200
2014-09-15 05:00:00,20150600,20150900,20150300
2014-12-16 06:00:00,20150900,20151200,20150600
2015-03-17 05:00:00,20151200,20160300,20150900
2015-06-16 05:00:00,20160300,20160600,20151200
2015-09-16 05:00:00,20160600,20160900,20160300
2015-12-17 06:00:00,20160900,20161200,20160600
2016-03-17 05:00:00,20161200,20170300,20160900
2016-06-15 05:00:00,20170300,20170600,20161200
2016-09-15 00:00:00,20170600,20170900,20170300
2016-12-16 00:00:00,20170900,20171200,20170600
2017-03-17 00:00:00,20171200,20180300,20170900
2017-06-15 00:00:00,20180300,20180600,20171200
2017-09-15 00:00:00,20180600,20180900,20180300
2017-12-15 00:00:00,20180900,20181200,20180600
2018-03-16 00:00:00,20181200,20190300,20180900
2018-06-15 00:00:00,20190300,20190600,20181200
2018-09-14 00:00:00,20190600,20190900,20190300
2018-12-16 23:00:00,20190900,20191200,20190600
2019-03-17 22:00:00,20191200,20200300,20190900
2019-06-16 22:00:00,20200300,20200600,20191200
2019-09-16 00:00:00,20200600,20200900,20200300
2019-12-17 00:00:00,20200900,20201200,20200600
2020-03-17 00:00:00,20201200,20210300,20200900
2020-06-15 00:00:00,20210300,20210600,20201200
2020-09-15 06:00:00,20210600,20210900,20210300
2020-12-16 07:00:00,20210900,20211200,20210600
2021-03-17 00:00:00,20211200,20220300,20210900
2021-06-15 01:00:00,20220300,20220600,20211200
