DATE_TIME,current_contract,next_contract,carry_contract
1980-02-25 06:00:00,19800300,19800500,19800500
1980-04-25 06:00:00,19800500,19800700,19800700
1980-06-25 06:00:00,19800700,19801000,19801000
1980-09-25 06:00:00,19801000,19810300,19810300
1981-02-23 06:00:00,19810300,19810500,19810500
1981-04-24 06:00:00,19810500,19810700,19810700
1981-06-25 06:00:00,19810700,19811000,19811000
1981-09-25 06:00:00,19811000,19820300,19820300
1982-02-23 06:00:00,19820300,19820500,19820500
1982-04-26 06:00:00,19820500,19820700,19820700
1982-06-25 06:00:00,19820700,19821000,19821000
1982-09-24 06:00:00,19821000,19830300,19830300
1983-02-23 06:00:00,19830300,19830500,19830500
1983-04-25 06:00:00,19830500,19830700,19830700
1983-06-24 06:00:00,19830700,19831000,19831000
1983-09-26 06:00:00,19831000,19840300,19840300
1984-02-24 06:00:00,19840300,19840500,19840500
1984-04-25 06:00:00,19840500,19840700,19840700
1984-06-25 06:00:00,19840700,19841000,19841000
1984-09-25 06:00:00,19841000,19850300,19850300
1985-02-22 06:00:00,19850300,19850500,19850500
1985-04-25 06:00:00,19850500,19850700,19850700
1985-06-25 06:00:00,19850700,19851000,19851000
1985-09-25 06:00:00,19851000,19860300,19860300
1986-02-24 06:00:00,19860300,19860500,19860500
1986-04-25 06:00:00,19860500,19860700,19860700
1986-06-25 06:00:00,19860700,19861000,19861000
1986-09-25 06:00:00,19861000,19870300,19870300
1987-02-23 06:00:00,19870300,19870500,19870500
1987-04-24 06:00:00,19870500,19870700,19870700
1987-06-25 06:00:00,19870700,19871000,19871000
1987-09-25 06:00:00,19871000,19880300,19880300
1988-02-24 06:00:00,19880300,19880500,19880500
1988-04-25 06:00:00,19880500,19880700,19880700
1988-06-24 06:00:00,19880700,19881000,19881000
1988-09-26 06:00:00,19881000,19890300,19890300
1989-02-23 06:00:00,19890300,19890500,19890500
1989-04-25 06:00:00,19890500,19890700,19890700
1989-06-26 06:00:00,19890700,19891000,19891000
1989-09-25 06:00:00,19891000,19900300,19900300
1990-02-23 06:00:00,19900300,19900500,19900500
1990-04-25 06:00:00,19900500,19900700,19900700
1990-06-25 06:00:00,19900700,19901000,19901000
1990-09-25 06:00:00,19901000,19910300,19910300
1991-02-22 06:00:00,19910300,19910500,19910500
1991-04-25 06:00:00,19910500,19910700,19910700
1991-06-25 06:00:00,19910700,19911000,19911000
1991-09-25 06:00:00,19911000,19920300,19920300
1992-02-24 06:00:00,19920300,19920500,19920500
1992-04-24 06:00:00,19920500,19920700,19920700
1992-06-25 06:00:00,19920700,19921000,19921000
1992-09-25 06:00:00,19921000,19930300,19930300
1993-02-23 06:00:00,19930300,19930500,19930500
1993-04-26 06:00:00,19930500,19930700,19930700
1993-06-25 06:00:00,19930700,19931000,19931000
1993-09-24 06:00:00,19931000,19940300,19940300
1994-02-23 06:00:00,19940300,19940500,19940500
1994-04-25 06:00:00,19940500,19940700,19940700
1994-06-24 06:00:00,19940700,19941000,19941000
1994-09-26 06:00:00,19941000,19950300,19950300
1995-02-23 06:00:00,19950300,19950500,19950500
1995-04-25 06:00:00,19950500,19950700,19950700
1995-06-26 06:00:00,19950700,19951000,19951000
1995-09-25 06:00:00,19951000,19960300,19960300
1996-02-23 06:00:00,19960300,19960500,19960500
1996-04-25 06:00:00,19960500,19960700,19960700
1996-06-25 06:00:00,19960700,19961000,19961000
1996-09-25 06:00:00,19961000,19970300,19970300
1997-02-24 06:00:00,19970300,19970500,19970500
1997-04-25 06:00:00,19970500,19970700,19970700
1997-06-25 06:00:00,19970700,19971000,19971000
1997-09-25 06:00:00,19971000,19980300,19980300
1998-02-23 06:00:00,19980300,19980500,19980500
1998-04-24 06:00:00,19980500,19980700,19980700
1998-06-25 06:00:00,19980700,19981000,19981000
1998-09-25 06:00:00,19981000,19990300,19990300
1999-02-23 06:00:00,19990300,19990500,19990500
1999-04-26 06:00:00,19990500,19990700,19990700
1999-06-25 06:00:00,19990700,19991000,19991000
1999-09-24 06:00:00,19991000,20000300,20000300
2000-02-24 06:00:00,20000300,20000500,20000500
2000-04-25 06:00:00,20000500,20000700,20000700
2000-06-26 06:00:00,20000700,20001000,20001000
2000-09-25 06:00:00,20001000,20010300,20010300
2001-02-23 06:00:00,20010300,20010500,20010500
2001-04-25 06:00:00,20010500,20010700,20010700
2001-06-25 06:00:00,20010700,20011000,20011000
2001-09-25 06:00:00,20011000,20020300,20020300
2002-02-22 06:00:00,20020300,20020500,20020500
2002-04-25 06:00:00,20020500,20020700,20020700
2002-06-25 06:00:00,20020700,20021000,20021000
2002-09-25 06:00:00,20021000,20030300,20030300
2003-02-24 06:00:00,20030300,20030500,20030500
2003-04-25 06:00:00,20030500,20030700,20030700
2003-06-25 06:00:00,20030700,20031000,20031000
2003-09-25 06:00:00,20031000,20040300,20040300
2004-02-24 06:00:00,20040300,20040500,20040500
2004-04-26 06:00:00,20040500,20040700,20040700
2004-06-25 06:00:00,20040700,20041000,20041000
2004-09-24 06:00:00,20041000,20050300,20050300
2005-02-23 06:00:00,20050300,20050500,20050500
2005-04-25 06:00:00,20050500,20050700,20050700
2005-06-24 06:00:00,20050700,20051000,20051000
2005-09-26 06:00:00,20051000,20060300,20060300
2006-02-23 06:00:00,20060300,20060500,20060500
2006-04-25 06:00:00,20060500,20060700,20060700
2006-06-26 06:00:00,20060700,20061000,20061000
2006-09-25 06:00:00,20061000,20070300,20070300
2007-02-23 06:00:00,20070300,20070500,20070500
2007-04-25 06:00:00,20070500,20070700,20070700
2007-06-25 06:00:00,20070700,20071000,20071000
2007-09-25 06:00:00,20071000,20080300,20080300
2008-02-25 06:00:00,20080300,20080500,20080500
2008-04-25 06:00:00,20080500,20080700,20080700
2008-06-25 06:00:00,20080700,20081000,20081000
2008-09-25 06:00:00,20081000,20090300,20090300
2009-02-23 06:00:00,20090300,20090500,20090500
2009-04-24 06:00:00,20090500,20090700,20090700
2009-06-25 06:00:00,20090700,20091000,20091000
2009-09-25 06:00:00,20091000,20100300,20100300
2010-02-23 06:00:00,20100300,20100500,20100500
2010-04-26 06:00:00,20100500,20100700,20100700
2010-06-25 06:00:00,20100700,20101000,20101000
2010-09-24 06:00:00,20101000,20110300,20110300
2011-02-23 06:00:00,20110300,20110500,20110500
2011-04-25 06:00:00,20110500,20110700,20110700
2011-06-24 06:00:00,20110700,20111000,20111000
2011-09-26 06:00:00,20111000,20120300,20120300
2012-02-24 06:00:00,20120300,20120500,20120500
2012-04-25 06:00:00,20120500,20120700,20120700
2012-06-25 06:00:00,20120700,20121000,20121000
2012-09-25 06:00:00,20121000,20130300,20130300
2013-02-22 06:00:00,20130300,20130500,20130500
2013-04-25 06:00:00,20130500,20130700,20130700
2013-06-25 06:00:00,20130700,20131000,20131000
2013-09-25 06:00:00,20131000,20140300,20140300
2014-02-24 06:00:00,20140300,20140500,20140500
2014-04-25 06:00:00,20140500,20140700,20140700
2014-06-25 06:00:00,20140700,20141000,20141000
2014-09-25 06:00:00,20141000,20150300,20150300
2015-02-23 06:00:00,20150300,20150500,20150500
2015-04-24 06:00:00,20150500,20150700,20150700
2015-06-25 06:00:00,20150700,20151000,20151000
2015-09-25 06:00:00,20151000,20160300,20160300
2016-02-24 06:00:00,20160300,20160500,20160500
2016-04-25 06:00:00,20160500,20160700,20160700
2016-06-24 06:00:00,20160700,20161000,20161000
2016-09-26 06:00:00,20161000,20170300,20170300
2017-02-23 06:00:00,20170300,20170500,20170500
2017-04-25 06:00:00,20170500,20170700,20170700
2017-06-26 06:00:00,20170700,20171000,20171000
2017-09-25 06:00:00,20171000,20180300,20180300
2018-02-23 06:00:00,20180300,20180500,20180500
2018-04-25 06:00:00,20180500,20180700,20180700
2018-06-25 06:00:00,20180700,20181000,20181000
2018-09-25 06:00:00,20181000,20190300,20190300
2019-02-22 06:00:00,20190300,20190500,20190500
2019-04-25 06:00:00,20190500,20190700,20190700
2019-06-25 06:00:00,20190700,20191000,20191000
2019-09-25 06:00:00,20191000,20200300,20200300
2020-02-24 06:00:00,20200300,20200500,20200500
2020-04-24 06:00:00,20200500,20200700,20200700
2020-06-25 06:00:00,20200700,20201000,20201000
2020-09-25 06:00:00,20201000,20210300,20210300
2021-02-23 06:00:00,20210300,20210500,20210500
2021-04-26 06:00:00,20210500,20210700,20210700
2021-06-25 06:00:00,20210700,20211000,20211000
2021-09-24 06:00:00,20211000,20220300,20220300
2022-02-23 06:00:00,20220300,20220500,20220500
2022-04-25 06:00:00,20220500,20220700,20220700
2022-06-24 07:00:00,20220700,20221000,20221000
2022-09-26 07:00:00,20221000,20230300,20230300
2023-02-23 08:00:00,20230300,20230500,20230500
