DATE_TIME,current_contract,next_contract,carry_contract
1983-05-12,19830700,19830900,19830500
1983-07-13,19830900,19831200,19830700
1983-09-29,19831200,19840100,19830900
1983-11-11,19840100,19840300,19831200
1984-01-11,19840300,19840500,19840100
1984-03-12,19840500,19840700,19840300
1984-05-11,19840700,19840900,19840500
1984-07-13,19840900,19841200,19840700
1984-09-25,19841200,19850100,19840900
1984-11-12,19850100,19850300,19841200
1985-01-10,19850300,19850500,19850100
1985-03-12,19850500,19850700,19850300
1985-05-13,19850700,19850900,19850500
1985-07-12,19850900,19851200,19850700
1985-09-25,19851200,19860100,19850900
1985-11-12,19860100,19860300,19851200
1986-01-10,19860300,19860500,19860100
1986-03-12,19860500,19860700,19860300
1986-05-12,19860700,19860900,19860500
1986-07-14,19860900,19861200,19860700
1986-09-26,19861200,19870100,19860900
1986-11-12,19870100,19870300,19861200
1987-01-09,19870300,19870500,19870100
1987-03-12,19870500,19870700,19870300
1987-05-12,19870700,19870900,19870500
1987-07-13,19870900,19871200,19870700
1987-09-28,19871200,19880100,19870900
1987-11-12,19880100,19880300,19871200
1988-01-11,19880300,19880500,19880100
1988-03-11,19880500,19880700,19880300
1988-05-12,19880700,19880900,19880500
1988-07-13,19880900,19881200,19880700
1988-09-28,19881200,19890100,19880900
1988-11-11,19890100,19890300,19881200
1989-01-10,19890300,19890500,19890100
1989-03-13,19890500,19890700,19890300
1989-05-12,19890700,19890900,19890500
1989-07-13,19890900,19891200,19890700
1989-09-27,19891200,19900100,19890900
1989-11-13,19900100,19900300,19891200
1990-01-10,19900300,19900500,19900100
1990-03-12,19900500,19900700,19900300
1990-05-11,19900700,19900900,19900500
1990-07-13,19900900,19901200,19900700
1990-09-26,19901200,19910100,19900900
1990-11-12,19910100,19910300,19901200
1991-01-10,19910300,19910500,19910100
1991-03-12,19910500,19910700,19910300
1991-05-13,19910700,19910900,19910500
1991-07-12,19910900,19911200,19910700
1991-09-26,19911200,19920100,19910900
1991-11-12,19920100,19920300,19911200
1992-01-10,19920300,19920500,19920100
1992-03-12,19920500,19920700,19920300
1992-05-12,19920700,19920900,19920500
1992-07-13,19920900,19921200,19920700
1992-09-28,19921200,19930100,19920900
1992-11-12,19930100,19930300,19921200
1993-01-11,19930300,19930500,19930100
1993-03-12,19930500,19930700,19930300
1993-05-12,19930700,19930900,19930500
1993-07-13,19930900,19931200,19930700
1993-09-28,19931200,19940100,19930900
1993-11-12,19940100,19940300,19931200
1994-01-10,19940300,19940500,19940100
1994-03-11,19940500,19940700,19940300
1994-05-12,19940700,19940900,19940500
