DATE_TIME,current_contract,next_contract,carry_contract
1979-11-27,19800100,19800300,19800300
1980-01-25,19800300,19800500,19800500
1980-03-27,19800500,19800700,19800700
1980-05-27,19800700,19800900,19800900
1980-07-28,19800900,19801100,19801100
1980-09-26,19801100,19810100,19810100
1980-11-26,19810100,19810300,19810300
1981-01-26,19810300,19810500,19810500
1981-03-27,19810500,19810700,19810700
1981-05-27,19810700,19810900,19810900
1981-07-28,19810900,19811100,19811100
1981-09-28,19811100,19820100,19820100
1981-11-27,19820100,19820300,19820300
1982-01-25,19820300,19820500,19820500
1982-03-26,19820500,19820700,19820700
1982-05-27,19820700,19820900,19820900
1982-07-28,19820900,19821100,19821100
1982-09-27,19821100,19830100,19830100
1982-11-26,19830100,19830300,19830300
1983-01-25,19830300,19830500,19830500
1983-03-28,19830500,19830700,19830700
1983-05-27,19830700,19830900,19830900
1983-07-28,19830900,19831100,19831100
1983-09-27,19831100,19840100,19840100
1983-11-28,19840100,19840300,19840300
1984-01-26,19840300,19840500,19840500
1984-03-27,19840500,19840700,19840700
1984-05-25,19840700,19840900,19840900
1984-07-27,19840900,19841100,19841100
1984-09-27,19841100,19850100,19850100
1984-11-27,19850100,19850300,19850300
1985-01-25,19850300,19850500,19850500
1985-03-27,19850500,19850700,19850700
1985-05-28,19850700,19850900,19850900
1985-07-29,19850900,19851100,19851100
1985-09-27,19851100,19860100,19860100
1985-11-27,19860100,19860300,19860300
1986-01-24,19860300,19860500,19860500
1986-03-27,19860500,19860700,19860700
1986-05-27,19860700,19860900,19860900
1986-07-28,19860900,19861100,19861100
1986-09-26,19861100,19870100,19870100
1986-11-26,19870100,19870300,19870300
1987-01-26,19870300,19870500,19870500
1987-03-27,19870500,19870700,19870700
1987-05-27,19870700,19870900,19870900
1987-07-28,19870900,19871100,19871100
1987-09-28,19871100,19880100,19880100
1987-11-27,19880100,19880300,19880300
1988-01-26,19880300,19880500,19880500
1988-03-28,19880500,19880700,19880700
1988-05-27,19880700,19880900,19880900
